Type,Order,Family,Genus,Species,authority,Popular_name_PT,English_name,BR,RR,RB,TP,SG,SB,EM,OC,Habitat use,Depth_category,max_depth_m,Size_category,Maximum_size_cm,Mobility,Geographic_distribution,Trophic_category ,Functional group,Potencial de dispersão,Rafting,Targeted_species_fisheries,IUCN,National list,Brazilian Province,Argentine,North Islands,Central Islands,PML-PAMA,Northeast with PAMA-PML,Northeast,Southeast,Noronha/rocas,Atol,FN,SpSp,PML,PA-MA,CE,RN,PE,PB,AL,CVT,Tri,BA,Abr,ES,ArC,IGr,RJ,SP,PR,SC,URU,ARG,total,BR Endêmico,SWA Endemic,Expatriated,Exotic,References,Museums,OBS,
OSTEICH,Perciformes,LABRIDAE,Halichoeres,Halichoeres sazimai,"Luiz Jr, Ferreira & Rocha, 2009",Budião-de-fundo; Gudião,Greenband Wrasse,1,1,1,0,0,0,0,0,3,VDEEP,190,MEDSMALL,23,ROV,BR,MINV,MINV,PEL,N,0,,LC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,9,1,1,,0,"16,  41, 47, 59",D,,
OSTEICH,Perciformes,LABRIDAE,Lachnolaimus,Lachnolaimus maximus,"(Walbaum, 1792)",Bodião-de-pluma,Hogfish,1,1,0,0,0,1,0,0,3,MID,30,LARGE,91,ROV,WA,MINV,MINV,PEL,N,1,VU,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,1,,,,
OSTEICH,Perciformes,LABRIDAE,Thalassoma,Thalassoma noronhanum,"(Boulenger, 1890)",Budião-de-noronha; Gudião,Noronha Wrasse,1,1,1,1,0,0,0,0,4,DEEP,85,MEDSMALL,13.3,ROV,"BR, OIB",PLANK,DPLA,PEL,N,0,LC,LC,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,21,1,1,,0,"12, 15, 16, 22, 24, 29, 31, 33, 41, 49, 51, 70","D, H",,
OSTEICH,Perciformes,LABRIDAE,Xyrichthys,Xyrichthys incandescens,"Edwards & Lubbock, 1981",,,1,1,0,0,0,0,0,0,2,VSHALL,8,MEDSMALL,12,SED,"BR, OIB",MINV,MINV,PEL,N,0,,LC,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,,0,"12, 24, 66",,,
OSTEICH,Perciformes,LABRIDAE,Xyrichthys,Xyrichthys martinicensis,"Valenciennes, 1840",,Rosy Razorfish,1,1,0,0,0,1,0,0,3,SHALL,21,MEDSMALL,15,SED,WA,MINV,MINV,PEL,N,0,LC,,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,,,0,"15, 22, 31",,,
OSTEICH,Perciformes,LABRIDAE,Xyrichthys,Xyrichthys splendens,"Castelnau, 1855",Gudião,Green Razorfish,1,1,1,0,1,1,0,0,5,DEEP,90,MEDSMALL,18,SED,WA,MINV,MINV,PEL,N,0,LC,LC,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,10,0,,,0,"31, 51, 66, 70","D, H",,
OSTEICH,Perciformes,LABRIDAE,Xyrichthys,Xyrichtys novacula,"(Linnaeus, 1758)",Budião-de-areia;,Pearly Razorfish,1,1,1,0,1,1,1,0,6,VDEEP,110,MEDSMALL,17.5,SED,"WA, OIB, EA",MINV,MINV,PEL,N,0,LC,LC,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,15,0,,,0,"22, 29, 35, 61, 70",D,,
OSTEICH,Perciformes,LABRIDAE,Xyrichthys,Xyrichtys sp,,,,0,0,1,0,0,0,0,0,1,DEEP,85,MEDSMALL,,SED,BI,MINV,MINV,PEL,N,0,,LC,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,70,,,HP-ES
OSTEICH,Perciformes,LABRIDAE - SCARINAE,Cryptotomus,Cryptotomus roseus ,"Cope, 1871",,Bluelip Parrotfish; Slender Parrotfish,1,1,1,0,1,0,0,0,4,DEEP,66,MEDSMALL,13,ROV,"WA, OIB, MAR",HERB,SCRP,PEL,N,0,LC,LC,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,17,0,,,0,"15, 16, 21, 22, 29, 33, 35, 41, 49, 51, 59, 70","D, H",,
OSTEICH,Perciformes,LABRIDAE - SCARINAE,Nicholsina,Nicholsina usta,"(Valenciennes, 1840)",Budião; Budião-sabonete,Emerald Parrotfish,1,1,0,0,1,1,0,0,4,MID,50,MEDSMALL,24,ROV,WA,HERB,SCRP,PEL,N,0,LC,LC,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,13,0,,,0,"9, 22, 58","D, H",,
OSTEICH,Perciformes,LABRIDAE - SCARINAE,Scarus,Scarus guacamaia,"Cuvier, 1829",,,1,0,0,0,0,0,0,0,1,SHALL,25,LARGE,120,ROV,WA,HERB,SCRA,PEL,N,1,NT,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,7,0,,,1,10,,,
OSTEICH,Perciformes,LABRIDAE - SCARINAE,Scarus,Scarus trispinosus ,"Valenciennes, 1840",,Greenback Parrotfish,1,1,0,0,1,0,0,0,3,MID,30,MED,35.5,ROV,BR,HERB,EXCV,PEL,N,1,END,EN,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,17,1,1,,0,"9, 10, 15, 21, 22, 29, 35, 37, 41, 49, 51, 66",D,,
OSTEICH,Perciformes,LABRIDAE - SCARINAE,Scarus,Scarus zelindae,"Moura, Figueiredo & Sazima, 2001",Peixe papagaio; Zelinda; Budião-banana; Bodião-vermelho; Budião-listrado,Zelinda's parrotfish; Stripped Parrotfish,1,1,1,1,1,0,0,0,5,DEEP,55,MED,33.2,ROV,"BR, OIB",HERB,SCRP,PEL,N,1,DD,VU,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,17,1,1,,0,"10, 15, 21, 22, 29, 33, 37, 41, 47, 51, 66, 70","D, H",,
OSTEICH,Perciformes,LABRIDAE - SCARINAE,Sparisoma,Sparisoma amplum,"(Ranzani, 1841) ",Peixe papagaio dos recifes; Batata; ,Reef Parrotfish,1,1,1,0,0,0,0,0,3,MID,57,MED,39,ROV,"BR, OIB",HERB,SCRP,PEL,N,1,LC,NT,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,21,1,1,St. Vincent,0,"10, 12, 15, 22, 24, 29, 35, 41, 44, 49, 51, 70",D,,
OSTEICH,Perciformes,LABRIDAE - SCARINAE,Sparisoma,Sparisoma axillare,"(Steindachner, 1878)",Peixe papagaio Cinzento; Batata,Gray Parrotfish;  ,1,1,1,1,1,0,1,0,6,MID,45,MED,37,ROV,"BR, OIB",HERB,SCRP,PEL,N,1,DD,VU,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,20,1,1,"Margarida Island, Venezuela",0,"9, 10, 12, 15, 21, 22, 33, 37, 41, 44, 49, 51, 57, 67, 68, 70","D, H",,
OSTEICH,Perciformes,LABRIDAE - SCARINAE,Sparisoma,Sparisoma frondosum,"(Agassiz, 1831)",Peixe papagaio sinaleiro; Batata,Brazilian Stoplight Parrotfish,1,1,1,1,1,0,0,0,5,MID,45,MED,34.5,ROV,"BR, OIB",HERB,SCRP,PEL,N,1,DD,VU,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,21,1,1,Cape Verde Archipelago,0,"10, 12, 14, 15, 22, 24, 33, 37, 41, 44, 49, 51, 70",D,,
OSTEICH,Perciformes,LABRIDAE - SCARINAE,Sparisoma,Sparisoma radians,"(Valenciennes, 1840)",Peixe papagaio dentuço; Batata; Papagaio Anão,Bucktooth Parrotfish,1,1,1,1,1,0,0,0,5,SHALL,12,MEDSMALL,20,ROV,WA,HERB,MALG,PEL,N,0,LC,LC,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,18,0,,,0,"10, 14, 15, 21, 22, 33, 37, 41, 44, 49, 51, 70",H,,
OSTEICH,Perciformes,LABRIDAE - SCARINAE,Sparisoma,Sparisoma rocha,"Pinheiro, Gasparini & Sazima, 2010",,,1,1,1,0,0,0,0,0,3,MID,85,MED,27,ROV,BI,HERB,SCRP,PEL,N,0,,VU,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,0,70,D,,
OSTEICH,Perciformes,LABRIDAE - SCARINAE,Sparisoma,Sparisoma tuiupiranga ,"Gasparini, Joyeux & Floeter, 2003",,,1,1,1,0,1,0,0,0,4,MID,71,MEDSMALL,15.4,ROV,"BR, OIB",HERB,SCRP,PEL,N,0,LC,LC,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,10,1,1,,0,"10, 21, 29, 33, 35, 41, 49, 70",D,,
OSTEICH,Perciformes,LABRISOMIDAE,Malacoctenus,Malacoctenus sp (SPSP),,,,0,1,0,0,0,0,0,0,1,SHALL,,SMALL,,SED,BI,MINV,MINV,DEG,N,0,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,No splink,0,
OSTEICH,Perciformes,LABRISOMIDAE   ,Labrisomus,Labrisomus conditus ,"Sazima, Carvalho-Filho, Gasparini & Sazima, 2009",Bimbo-de-Negro,Masquerader hairy blenny,1,1,0,1,0,0,0,0,3,VSHALL,5,SMALL,12,SED,BI,MINV,MINV,DEG,N,0,,LC,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,0,"24, 61, 77",,,
OSTEICH,Perciformes,LABRISOMIDAE   ,Labrisomus,Labrisomus cricota ,"Sazima, Gasparini & Moura, 2002",Amborê; Piaba; Piabinhas,Mock Blenny,1,1,0,1,1,0,1,0,5,VSHALL,4,SMALL,9.3,SED,BR,MINV,MINV,DEG,N,1,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,12,1,1,,0,"29, 35, 49, 59, 60, 66",D,,
OSTEICH,Perciformes,LABRISOMIDAE   ,Labrisomus,Labrisomus kalisherae,"(Jordan, 1904)",Guavina,Downy Blenny,1,1,1,1,1,0,0,0,5,SHALL,10.5156,SMALL,9.6886666,SED,"WA, OIB",MINV,MINV,DEG,N,0,,LC,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,12,0,,,0,"9, 15, 24, 29, 33, 35, 37, 41, 49, 66","D, H",,
OSTEICH,Perciformes,LABRISOMIDAE   ,Labrisomus,Labrisomus nuchipinnis,"(Quoy & Gaimard, 1824)",Maria-da-toca; Garrião-guloso; More; Macaco; Mariongo; Moréia; Garguelo; Quatro-olhos,Hairy Blenny,1,1,1,1,1,0,1,0,6,VSHALL,10,MEDSMALL,18,SED,"WA, OIB, EA",MINV,MINV,DEG,N,0,,LC,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,15,0,,,0,"9, 10, 14, 15, 21, 27, 37, 40, 41, 44, 49, 57, 58, 67, 70","D, H",,
OSTEICH,Perciformes,LABRISOMIDAE   ,Malacoctenus,Malacoctenus brunoi,"Guimarães, Nunan & Gasparini, 2010",,,1,1,0,1,0,0,0,0,3,SHALL,13,SMALL,7,SED,BI,MINV,MINV,DEG,N,0,,VU,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,0,70,D,,
OSTEICH,Perciformes,LABRISOMIDAE   ,Malacoctenus,Malacoctenus delalandei,"(Valenciennes, 1836)",Macaquinho;,Saddled Blenny,1,1,1,1,1,1,1,0,7,SHALL,13,SMALL,8.2,SED,WA,MINV,MINV,DEG,N,0,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,13,0,,,0,"9, 10, 14, 15, 33, 41, 44, 49, 57, 58, 66, 67","D, H",,
OSTEICH,Perciformes,LABRISOMIDAE   ,Malacoctenus,Malacoctenus sp1 Noronha & SPSP,,,,1,1,0,1,0,0,0,0,3,SHALL,13,SMALL,7,SED,BI,MINV,MINV,DEG,N,0,,,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,,0,24,,,
OSTEICH,Perciformes,LABRISOMIDAE   ,Malacoctenus,Malacoctenus sp2 Vermelho costeiro,,,,1,1,1,1,0,0,0,0,4,SHALL,13,SMALL,7,SED,BR,MINV,MINV,DEG,N,0,,,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,13,1,1,,0,"9, 15, 29, 31, 35, 37, 49, 51, 67",D,,
OSTEICH,Perciformes,LABRISOMIDAE   ,Paraclinus,Paraclinus arcanus,"Guimarães & Bacelar, 2002",,,1,1,1,1,0,0,0,0,4,VSHALL,3,SMALL,3.2,SED,BR,MINV,MINV,LIV,N,0,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,8,1,1,,0,"9, 29, 35, 49, 57, 66",D,,
OSTEICH,Perciformes,LABRISOMIDAE   ,Paraclinus,Paraclinus rubicundus,"(Starks, 1913)",Macaco verde; Macaquinho-da-mancha-verde,,1,1,0,0,0,0,0,0,2,SHALL,25,SMALL,4.7,SED,BR,MINV,MINV,LIV,N,0,LC,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,13,1,1,,0,"15, 35, 37, 66","D, H",,
OSTEICH,Perciformes,LABRISOMIDAE   ,Paraclinus,Paraclinus spectator ,"Guimarães & Bacelar, 2002",,,1,1,0,0,0,0,0,0,2,VSHALL,7,SMALL,5.2,SED,BR,MINV,MINV,LIV,N,0,,LC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,1,,0,"35, 59, 66",,,
OSTEICH,Perciformes,LABRISOMIDAE   ,Starksia,Starksia brasiliensis,"(Gilbert, 1900)",,,1,1,0,0,0,0,0,0,2,SHALL,18,SMALL,3,SED,BR,MINV,MINV,DEG,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,15,1,1,,0,"18, 20, 22, 29, 35, 41, 60, 66","D, H",,
OSTEICH,Perciformes,LABRISOMIDAE   ,Starksia,Starksia elongata,"Gilbert, 1971",,Elongate Blenny,1,1,0,0,0,0,0,0,2,SHALL,18,SMALL,2.3,SED,WA,MINV,MINV,DEG,N,0,,,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,0,,,,
OSTEICH,Perciformes,LABRISOMIDAE   ,Starksia,Starksia multilepis,"Williams & Mounts, 2003",,Manyscaled Blenny,0,1,0,1,0,0,0,0,2,SHALL,18,SMALL,2.2,SED,BI,MINV,MINV,DEG,N,0,,LC,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,,0,"24, 66",,,
OSTEICH,Perciformes,LABRISOMIDAE   ,Starksia,Starksia sluiteri,"(Metzelaar, 1919)",,Chessboard blenny,0,1,0,0,0,0,0,0,1,SHALL,21,SMALL,3,SED,"WA, OIB",MINV,MINV,DEG,N,0,,LC,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,0,,MZUSP,0,
CONDR,Lamniformes,LAMNIDAE,Carcharodon,Carcharodon carcharias,"(Linnaeus, 1758)",,,0,0,0,0,0,0,0,1,1,VDEEP,1500,LARGE,540,HMO,CT,MCAR,MCAR,LIV,N,1,VU,VU,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,0,,,0,70,,,
CONDR,Lamniformes,LAMNIDAE,Isurus,Isurus oxyrinchus,"Rafinesque, 1810",,,0,0,0,0,0,0,0,1,1,VDEEP,740,LARGE,400,HMO,CT,MCAR,MCAR,LIV,N,1,VU,NT,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,7,0,,,0,"24, 63, 70",,,
CONDR,Lamniformes,LAMNIDAE,Isurus,Isurus paucus,"Guitart Manday, 1966",,,0,0,0,0,0,0,0,1,1,VDEEP,200,LARGE,417,HMO,CT,MCAR,MCAR,LIV,N,1,VU,DD,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,,,0,70,,,
OSTEICH,Perciformes,LOBOTIDAE,Lobotes,Lobotes surinamensis,"(Bloch, 1790)",Prejereba; Cará-do-mar; Chancarrona; Dorminhoco; Peixe-folha; Peise-sono; Piraca; Acará-açu; Brejereba; Crauaçu; Frejereva,Tripletail; Blackfish; Buoy Bass; Buoy Fish; Chobie ,0,1,0,0,1,0,1,1,4,DEEP,70,LARGE,110,ROV,CT,MCAR,MCAR,PEL,Y,1,,LC,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,16,0,,,0,"35, 41, 62, 66",D,,
OSTEICH,Perciformes,LUTJANIDAE,Etelis,Etelis oculatus,"(Valenciennes, 1828)",,,1,0,1,0,0,0,0,0,2,VDEEP,400,LARGE,100,ROV,"WA, OIB",MCAR,MCAR,PEL,N,1,,LC,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,5,0,,,0,70,,Gaspa,
OSTEICH,Perciformes,LUTJANIDAE,Lutjanus,Lutjanus alexandrei ,"Moura & Lindeman, 2007",Baúna,Brazilian snapper,1,1,0,1,1,1,1,0,6,DEEP,54,MEDSMALL,24.3,ROV,BR,MCAR,MCAR,PEL,N,1,,LC,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,10,1,1,,0,"10, 14, 15, 22, 29, 37, 40, 51, 58, 62","D, H",,
OSTEICH,Perciformes,LUTJANIDAE,Lutjanus,Lutjanus analis,"(Cuvier, 1828)",Cioba; Vermelho-caranha; Caranha; Vermelho; Vermelho-cioba; Ariocó; Ciobinha;,Mutton snapper; Reef King,1,1,1,1,1,1,1,0,7,DEEP,95,LARGE,94,ROV,WA,MCAR,MCAR,PEL,N,1,VU,NT,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,18,0,,,0,"9, 10, 15, 22, 24, 29, 37, 40, 41, 44, 49, 51, 58, 68, 70",D,,
OSTEICH,Perciformes,LUTJANIDAE,Lutjanus,Lutjanus bucanella,"(Cuvier, 1828)",Vermelho-boca-negra; Boca negra; Pargo; Pargo boca-preta; Vermelho-de-fundo,Blackfin snapper,0,1,0,0,0,1,0,0,2,VDEEP,200,LARGE,75,ROV,WA,MCAR,MCAR,PEL,N,1,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,6,0,,,0,"31, 41",,rodrigo,
OSTEICH,Perciformes,LUTJANIDAE,Lutjanus,Lutjanus cyanopterus,"(Cuvier, 1828)",Caranha-do-fundo; Caranha,Cubera snapper,1,1,0,0,0,0,1,0,3,DEEP,55,LARGE,160,ROV,WA,MCAR,MCAR,PEL,N,1,VU,VU,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,17,0,,,0,"15, 22, 31, 37, 41, 44, 49, 62, 69",H,,
OSTEICH,Perciformes,LUTJANIDAE,Lutjanus,Lutjanus jocu,"(Bloch & Schneider, 1801)",Dentão; Baúna; Baúna-fogo; Vermelho; Vermelho-cachorro; Vermelho-Siriúba; Jocu,Dog snapper,1,1,0,1,0,1,1,0,5,DEEP,70,LARGE,128,ROV,"WA, OIB, MAR",MCAR,MCAR,PEL,N,1,,NT,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,20,0,,,0,"9, 10, 12, 14,15, 22, 33, 37, 40, 49, 51, 57, 58, 67, 68, 70",D,,
OSTEICH,Perciformes,LUTJANIDAE,Lutjanus,Lutjanus purpureus,"(Poey, 1866)",Pargo verdadeiro; Acará-aia; Acaraia; Acarapitanga; Acarauã; Cherne-vermelho; Pargo-cachucho; Pargo-olho-de-vidro; Pargo-real; Pargo-verdadeiro; Cherne-vermelho; Vermelho-dentão; Vermelho-do-fundo,Southern red snapper; Caribbean Red Snapper,1,1,0,0,0,0,1,0,3,VDEEP,340,LARGE,100,ROV,"WA, OIB",MCAR,MCAR,PEL,N,1,,EN,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,8,0,,,0,"24, 31, 76",,,
OSTEICH,Perciformes,LUTJANIDAE,Lutjanus,Lutjanus synagris,"(Linnaeus, 1758)",Ariocó; Vermelho-henrique; Baúna; Caranha; Ciobinha; Vermelho; Vermelho-ariocó; Aricó; Areiacó; Caripitanga; ,Lane snapper; Mexican Snapper; Candy Snapper; Red Tail Snapper; Spot Snapper,1,1,0,1,1,1,1,0,6,VDEEP,400,LARGE,60,ROV,WA,MCAR,MCAR,PEL,N,1,,NT,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,16,0,,,0,"9, 10, 15, 22, 29, 35, 37, 44, 49, 51, 62, 68","D, H",,
OSTEICH,Perciformes,LUTJANIDAE,Lutjanus,Lutjanus vivanus,"(Cuvier, 1828)",Vermelho-do-olho-amarelo; Vermelho; Acará-aia; Acarapitanga; Pargo-olho-de-vidro; Pargo-vermelho; Vermelho-de-fundo;,Silk snapper,1,1,1,0,0,1,0,0,4,VDEEP,242,LARGE,83,ROV,"WA, OIB",MCAR,MCAR,PEL,N,1,,NT,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,12,0,,,0,"9, 31, 70",H,,
OSTEICH,Perciformes,LUTJANIDAE,Lutjanus,Ocyurus chrysurus,"(Bloch, 1791)",Guaíuba; Cioba; Cioba-mulata; Mulata; Rabo-aberto; Saúba; Salmão,Yellowtail snapper,1,1,1,1,1,1,1,0,7,VDEEP,180,LARGE,86.3,ROV,"WA, OIB, EA",MCAR,MCAR,PEL,Y,1,,NT,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,17,0,,,0,"9, 10, 15, 22, 29, 33, 37, 40, 41, 49, 51, 58, 70",H,,
OSTEICH,Perciformes,LUTJANIDAE,Pristipomoides,Pristipomoides aquilonaris,"(Goode & Bean, 1896)",Vermelho voraz,Wenchman,0,1,0,0,0,1,0,0,2,VDEEP,370,LARGE,56,ROV,WA,MCAR,MCAR,PEL,N,1,,LC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,,,0,41,D,,
OSTEICH,Perciformes,LUTJANIDAE,Pristipomoides,Pristipomoides freemani,"Anderson, 1966",,Slender wenchman,1,1,0,0,0,0,0,0,2,VDEEP,220,MEDSMALL,23,ROV,WA,MCAR,MCAR,PEL,N,1,LC,LC,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,8,0,,,0,,"MZUSP, MBLM",0,
OSTEICH,Perciformes,LUTJANIDAE,Rhomboplites,Rhomboplites aurorubens,"(Cuvier, 1829)","Realito, paramirim",Vermilion snapper,1,1,1,0,0,1,0,0,4,VDEEP,300,LARGE,60,ROV,"WA, OIB",MCAR,MCAR,PEL,Y,1,,NT,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,16,0,,,0,"29, 31, 41, 44, 70","D, H",,
OSTEICH,Perciformes,MALACANTHIDAE,Caulolatilus,Caulolatilus chrysops,"(Valenciennes, 1833)",Batata-de-pedra; Batata; Namoradinho,Goldface Tilefish; Atlantic Goldeye Tilefish,1,1,0,0,0,1,0,0,3,VDEEP,500,LARGE,60,ROV,WA,MCAR,MCAR,PEL,N,1,,LC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,5,0,,,0,"41, 66",,,
OSTEICH,Perciformes,MALACANTHIDAE,Lopholatilus,Lopholatilus villarii,"Miranda Ribeiro, 1915",,Tile fish,1,1,0,0,0,0,0,0,2,VDEEP,503,LARGE,107,ROV,SA,MCAR,MCAR,PEL,N,1,,VU,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,1,,0,29,,,
OSTEICH,Perciformes,MALACANTHIDAE,Malacanthus,Malacanthus plumieri,"(Bloch, 1786)",Pirá; Bom-nome; ,Sandfish; Sand Tilefish; Whitey,1,1,1,0,1,1,0,0,5,VDEEP,153,LARGE,70,ROV,"WA, OIB, MAR",MCAR,MCAR,PEL,N,2,,LC,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,18,0,,,0,"12, 15, 22, 24, 31, 41, 49, 51, 59, 70","D, H",,
OSTEICH,Elopiformes,MEGALOPIDAE,Megalops,Megalops atlanticus ,"Valenciennes, 1847",Tarpão; Camarupim; Camurupim; Camupirema; Cangurupim; Pema; Pirapema; Pamboca;,Silverfish; Tarpon; Silverking; Savale,1,1,0,0,1,0,1,0,4,MID,30,LARGE,250,HMO,"WA, EA, EP",MCAR,MCAR,PEL,N,1,VU,VU,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,16,0,,,0,"22, 24, 58, 62, 66, 90",H,,
