Type,Order,Family,Genus,Species,authority,Popular_name_PT,English_name,BR,RR,RB,TP,SG,SB,EM,OC,Habitat use,Depth_category,max_depth_m,Size_category,Maximum_size_cm,Mobility,Geographic_distribution,Trophic_category ,Functional group,Potencial de dispersão,Rafting,Targeted_species_fisheries,IUCN,National list,Brazilian Province,Argentine,North Islands,Central Islands,PML-PAMA,Northeast with PAMA-PML,Northeast,Southeast,Noronha/rocas,Atol,FN,SpSp,PML,PA-MA,CE,RN,PE,PB,AL,CVT,Tri,BA,Abr,ES,ArC,IGr,RJ,SP,PR,SC,URU,ARG,total,BR Endêmico,SWA Endemic,Expatriated,Exotic,References,Museums,OBS,
OSTEICH,Perciformes,EPINEPHELIDAE,Hyporthodus,Hyporthodus mystacinus,"(Poey, 1852)","Cherne-listrado, Piraroba",Misty grouper,1,1,1,0,0,0,0,0,3,VDEEP,400,LARGE,160,ROV,WA,MCAR,MCAR,PEL,N,1,NT,DD,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,,,0,70,,,
OSTEICH,Perciformes,EPINEPHELIDAE,Hyporthodus,Hyporthodus nigritus,"(Holbrook, 1855)",Cherne-queimado; Cherne-preto; Mero-preto; Mero-negro,Warsaw; black grouper; Black jewfish,1,1,1,0,0,0,0,0,3,VDEEP,525,LARGE,120,ROV,"WA, EA",MCAR,MCAR,PEL,N,1,CR,EN,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,11,0,,,0,"35, 44, 70",,,
OSTEICH,Perciformes,EPINEPHELIDAE,Hyporthodus,Hyporthodus niveatus,"(Valenciennes, 1828)",Cherne-claro; Cherna; Cherne-do-alto; Cherne-pintado; Chernote; Mero-do-alto; Serigado-cherne; ,Snowy grouper; spotted grouper; Seabass; Golden Grouper,1,1,0,0,0,1,0,0,3,VDEEP,396,LARGE,122,ROV,WA,MCAR,MCAR,PEL,N,1,VU,VU,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,12,0,,,0,"24, 29, 35, 41, 44, 59, 70",,,
OSTEICH,Perciformes,EPINEPHELIDAE,Liopropoma,Liopropoma carmabi,"(Randall, 1963)",Mariquita-arlequim,Candy basslet,1,1,1,0,0,0,0,0,3,DEEP,61,SMALL,5.1,SED,WA,MINV,MINV,PEL,N,0,,DD,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,,,0,"16, 31, 70",D,,
OSTEICH,Perciformes,EPINEPHELIDAE,Liopropoma,Liopropoma sp,,,,0,1,0,0,0,0,0,0,1,SHALL,,SMALL,,SED,BR,MINV,MINV,PEL,N,0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,,0,,,,
OSTEICH,Perciformes,EPINEPHELIDAE,Mycteroperca,Mycteroperca acutirostris,"(Valenciennes, 1828)",Badejo mira; Abadejo; Badejete; Badejo; Badejo-quadrado; Badejo-saltão; Mira; Saltão; Serigado; Serigado-tapoã,Comb grouper,1,1,0,1,1,0,1,0,5,VDEEP,110,LARGE,98,ROV,WA,MCAR,PISC,PEL,N,1,LC,DD,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,8,0,,,0,"9, 21, 27, 29, 33, 35, 41, 44, 49, 59",D,,
OSTEICH,Perciformes,EPINEPHELIDAE,Mycteroperca,Mycteroperca bonaci,"(Poey, 1860)",Badejo quadrado; Badejo-do-alto; Badejo-ferro; Badejo-padre; Badejo-preto; Saltão; Serigado; Aguají; Bonaci arara; ,Black grouper,1,1,0,1,0,0,1,0,4,DEEP,70,LARGE,122,ROV,"WA, OIB",MCAR,PISC,PEL,N,1,NT,VU,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,20,0,,,0,"12, 15, 21, 22, 24, 29, 40, 41, 44, 49, 51, 68, 70",D,,
OSTEICH,Perciformes,EPINEPHELIDAE,Mycteroperca,Mycteroperca interstitialis,"(Poey, 1860)",Badejo amarelo, Yellowmouth grouper; Hamlet;crossband/ harlequin/ princess/ salmon rockfish; grey mannock; ,1,1,0,0,0,0,1,0,3,VDEEP,150,LARGE,76,ROV,"WA, OIB",MCAR,PISC,PEL,N,1,VU,VU,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,16,0,,,0,"21, 29, 31, 33, 35, 41, 44, 59,70",D,,
OSTEICH,Perciformes,EPINEPHELIDAE,Mycteroperca,Mycteroperca microlepis,"(Goode & Bean, 1879)",Badejo-de-areia; Badejo-bicudo; Badejo-branco; Badejo-saltão; Badejo-sapateiro; Sapateiro; Serigado-badejo; Serigado-branco,Gag grouper; Gag; Bay grouper; Sand grouper,1,1,0,0,1,1,1,0,5,VDEEP,152,LARGE,98,ROV,WA,MCAR,PISC,PEL,N,1,LC,DD,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,7,0,,,0,"35, 44, 59",,,
OSTEICH,Perciformes,EPINEPHELIDAE,Mycteroperca,Mycteroperca tigris,"(Valenciennes, 1833)",Badejo tigre; Badejo-listrado; Serigado-listrado; ,Tiger grouper; Rockfish tiger,1,1,0,0,0,0,0,0,2,MID,40,LARGE,76,ROV,WA,MCAR,PISC,PEL,N,1,LC,DD,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,8,0,,,0,70,,Rodrigo,
OSTEICH,Perciformes,EPINEPHELIDAE,Mycteroperca,Mycteroperca venenosa,"(Linnaeus, 1758)",Badejo ferro; Badejo; Badejo-serigado; Serigado-ferro,Yellowfin grouper; Rockfish,1,1,1,0,1,1,0,0,5,VDEEP,262,LARGE,91,ROV,"WA, OIB",MCAR,PISC,PEL,N,1,NT,DD,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,10,0,,,0,"41, 70",,,
OSTEICH,Perciformes,EPINEPHELIDAE,Pseudogramma,Pseudogramma gregoryi,"(Breder, 1927)",Sabãozinho do alto,Reef bass,1,0,1,0,0,0,0,0,2,DEEP,300,SMALL,6.4,SED,"WA, OIB",MINV,MINV,PEL,N,1,,LC,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,,,0,"10, 70",D,,
OSTEICH,Perciformes,SERRANIDAE,Rypticus,Rypticus bistrispinus,"(Mitchill, 1818)","Badejo-sabão mirim, sabão pintalgado, ",Freckled soapfish,1,1,0,0,0,1,0,0,3,VSHALL,5.5,MEDSMALL,15,SED,WA,MINV,MINV,PEL,N,0,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,7,0,,,0,"16, 21, 35, 49",D,,
OSTEICH,Perciformes,EPINEPHELIDAE,Rypticus,Rypticus randalli ,"Courtenay, 1967",Badejo-sabão; Peixe-sabão; Sabão; Sabonete; Serigado-sabão;,Soapfish,0,1,0,1,0,1,1,0,4,MID,35,MEDSMALL,20,SED,WA,MINV,MINV,PEL,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,11,0,,,0,"16, 29, 35, 58","D, H",,
OSTEICH,Perciformes,EPINEPHELIDAE,Rypticus,Rypticus saponaceus,"(Bloch & Schneider, 1801)",Badejo-sabão-comum; Sabão; Badejo; Badejo-sabão; Sabonete,Greater soapfish; Three-spined soapfish; ,1,1,1,1,0,1,0,0,5,DEEP,68,MED,41,ROV,"WA, OIB, MAR, EA",MINV,MINV,PEL,N,0,,LC,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,20,0,,,0,"10, 15, 21, 22, 24, 29, 31, 33, 37, 49, 51, 70","D, H",,
OSTEICH,Perciformes,EPINEPHELIDAE,Rypticus,Rypticus subbifrenatus,"Gill, 1861",Badejo-sabão pintado,Spotted soapfish,1,1,0,1,0,0,0,0,3,SHALL,21,MEDSMALL,17,SED,"WA, EA",MINV,MINV,PEL,N,0,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,11,0,,,0,"15, 29, 57, 67","D, H",,
OSTEICH,Beloniformes,EXOCOETIDAE,Cheilopogon,Cheilopogon cyanopterus,"(Valenciennes, 1847)",Peixe-voador; Voador-de-fernando; Voador-holandês; ,Margined flyingfish,0,0,0,0,0,0,0,1,1,SHALL,20,MED,40,HMO,CT,PLANK,DPLA,PEL,N,0,,LC,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,12,0,,,0,"24, 31, 70",D,,
OSTEICH,Beloniformes,EXOCOETIDAE,Cheilopogon,Cheilopogon exsiliens,"(Linnaeus, 1771)",Peixe-voador; Voador-de-alto,Bandwing flyingfish,0,0,0,0,0,0,0,1,1,SHALL,,MED,30,HMO,WA,PLANK,DPLA,PEL,N,1,,LC,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,5,0,,,0,,,,
OSTEICH,Beloniformes,EXOCOETIDAE,Cheilopogon,Cheilopogon furcatus,"(Mitchill, 1815)",,,0,0,0,0,0,0,0,1,1,SHALL,20,MED,35,HMO,CT,PLANK,DPLA,PEL,N,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,70,,,
OSTEICH,Beloniformes,EXOCOETIDAE,Cheilopogon,Cheilopogon heterurus,"(Rafinesque, 1810)",,,0,0,0,0,0,0,0,1,1,SHALL,,MED,40,HMO,CT,PLANK,DPLA,PEL,N,0,,LC,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,70,,,
OSTEICH,Beloniformes,EXOCOETIDAE,Cheilopogon,Cheilopogon melanurus,"(Valenciennes, 1847)",Voador; Voador-cascudo; Pirabeba; Tainhota; Tainhota-voadeira; ,Atlantic flyingfish; ,0,0,0,0,0,0,0,1,1,SHALL,,MED,32,HMO,"WA, EA",PLANK,DPLA,PEL,N,1,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,0,,,0,31,,,
OSTEICH,Beloniformes,EXOCOETIDAE,Cypselurus,Cypselurus comatus,"(Mitchill, 1815)",Voador,Clearwing flyingfish,0,0,0,0,0,0,0,1,1,SHALL,,MED,30,HMO,WA,PLANK,DPLA,PEL,N,1,LC,LC,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0,,,0,,,,
OSTEICH,Beloniformes,EXOCOETIDAE,Exocoetus,Exocoetus volitans ,"Linnaeus, 1758",Peixe-voador; Pirabebe; Tainhota; Cajaleó; Coió; Holandês; Santo Antônio; Voador-verdadeiro; Voador-de-pedra; Voador-de-fundo,Tropical two-wing flyingfish; Blue flying fish,0,0,0,0,0,0,0,1,1,SHALL,20,MED,30,HMO,CT,PLANK,DPLA,PEL,N,1,,LC,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,12,0,,,0,"44, 63, 70",D,,
OSTEICH,Beloniformes,EXOCOETIDAE,Hirundichthys,Hirundichthys affinis,"(Günther, 1866)",Holandês; Peixe-voador; Voador,Fourwing flyingfish,0,0,0,0,0,0,0,1,1,SHALL,,MED,30,HMO,CT,PLANK,DPLA,PEL,N,1,,LC,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9,0,,,0,"22, 31, 70",,,
OSTEICH,Beloniformes,EXOCOETIDAE,Parexocoetus,Parexocoetus brachypterus,"(Richardson, 1846)",Peixe-voador; Voador,Sailfin flyingfish,0,0,0,0,0,0,0,1,1,SHALL,20,MEDSMALL,20,HMO,CT,PLANK,DPLA,PEL,N,0,,LC,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,0,,,0,22,,,
OSTEICH,Beloniformes,EXOCOETIDAE,Parexocoetus,Parexocoetus hillianus,"(Gosse, 1851)",,,0,0,0,0,0,0,0,1,1,SHALL,,MED,,HMO,WA,PLANK,DPLA,PEL,N,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,70,D,,
OSTEICH,Beloniformes,EXOCOETIDAE,Prognichthys,Prognichthys occidentalis ,"Parin, 1999",,Bluntnose flyingfish,0,0,0,0,0,0,0,1,1,SHALL,,MEDSMALL,17.9,HMO,WA,PLANK,DPLA,PEL,N,0,,LC,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,,,0,,,,
OSTEICH,Beloniformes,EXOCOETIDAE,Hirundichthys ,Hirundichthys rondeletii,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
OSTEICH,Gasterosteiformes,FISTULARIIDAE,Fistularia,Fistularia petimba,"Lacepède, 1803",Corneta; Corneta-rosa,Red Cornetfish; Cornetfish,1,1,0,0,0,1,1,0,4,VDEEP,200,LARGE,180,ROV,CT,MCAR,MCAR,PEL,Y,0,,LC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,7,0,,,0,"9, 35",D,,
OSTEICH,Gasterosteiformes,FISTULARIIDAE,Fistularia,Fistularia tabacaria,"Linnaeus, 1758",Trombeta pintada; Trombeta; Catimbau; Cachimbo; Cachimbau; Agulhão-trombeta; Petimbo; Petimbuaba; Peixe-corneta,Bluespotted Cornetfish; Cornetfish,1,1,0,0,1,1,0,0,4,VDEEP,200,LARGE,200,ROV,"WA, EA",MCAR,PISC,PEL,Y,1,,LC,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,15,0,,,0,"9, 10, 21, 29, 35, 41, 44, 49, 59",,,
OSTEICH,Perciformes,GEMPYLIDAE,Gempylus,Gempylus serpens,"Cuvier, 1829",,,0,0,0,0,0,0,0,1,1,VDEEP,600,LARGE,100,HMO,CT,MCAR,MCAR,PEL,N,0,,LC,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,7,0,,,0,"13, 24, 70",,,
OSTEICH,Perciformes,GEMPYLIDAE,Lepidocybium,Lepidocybium flavobrunneum,"(Smith, 1843)",,,0,0,0,0,0,0,0,1,1,VDEEP,1100,LARGE,200,HMO,CT,MCAR,MCAR,PEL,N,0,,LC,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,5,0,,,0,70,,,
OSTEICH,Perciformes,GERREIDAE,Diapterus,Diapterus auratus,"Ranzani, 1842",Carapeba-Branca; Carapeba; Caratinga; Mojarra; Carapeva; Caratinga; Tinga,Irish Pompano; Irish Mojarra,1,1,0,0,1,1,1,0,5,VSHALL,9,MED,34,ROV,WA,MINV,MINV,PEL,N,1,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,10,0,,,0,"44, 49, 62, 68, 90","D, H",,
OSTEICH,Perciformes,GERREIDAE,Diapterus,Diapterus rhombeus,"(Cuvier, 1829)",Carapeva; Carapeba;,Caitipa Mojarra,1,1,0,0,1,1,1,0,5,DEEP,70,MED,40,ROV,WA,MINV,MINV,PEL,N,1,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,12,0,,,0,"35, 68, 69, 90","D, H",,
OSTEICH,Perciformes,GERREIDAE,Eucinosotomus,Eucinostomus harengulus ,"Goode & Bean, 1879",Carapicu-açu,Tidewater Mojarra,1,1,0,0,0,1,1,0,4,SHALL,12,MEDSMALL,20,ROV,WA,OMNI,OMNI,PEL,N,0,,,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,9,0,,,0,,,,
OSTEICH,Perciformes,GERREIDAE,Eucinosotomus,Eucinostomus argenteus ,"Baird & Girard, 1855",Acarapicu; Carapicu-pena; ,Silver Mojarra; Spotfin mojarra,1,1,0,1,1,1,1,0,6,DEEP,55,MEDSMALL,23,ROV,"WA, EA",MINV,MINV,PEL,N,0,,LC,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,17,0,,,0,"9, 14, 15, 35, 37, 44, 49, 57, 70","D, H",,
OSTEICH,Perciformes,GERREIDAE,Eucinosotomus,Eucinostomus gula,"(Quoy & Gaimard, 1824)",Caundo;Carapau; Carapeba; Carapicu; Carapicu-açu; Carapicu-branco; Carapicu-sem-dente;Carapicupeba; Carapim; Carataí,Jenny Mojarra,1,1,0,1,1,1,1,0,6,DEEP,55,MEDSMALL,15,ROV,WA,MINV,MINV,PEL,N,0,,LC,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,14,0,,,0,"10, 27, 35, 90","D, H",,
OSTEICH,Perciformes,GERREIDAE,Eucinosotomus,Eucinostomus havana,"(Nichols, 1912)",,,1,1,0,0,0,0,0,0,2,MID,45,MEDSMALL,18,ROV,WA,MINV,MINV,PEL,N,0,,LC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,,,0,29,,,
OSTEICH,Perciformes,GERREIDAE,Eucinosotomus,Eucinostomus lefroyi,"(Goode, 1874)",,Mottled Mojarra,1,1,0,1,1,1,1,0,6,VSHALL,9,MEDSMALL,23,ROV,WA,MINV,MINV,PEL,N,0,,LC,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,14,0,,,0,"9, 10, 29, 40, 49, 57, 69, 90","D, H",,
OSTEICH,Perciformes,GERREIDAE,Eucinosotomus,Eucinostomus melanopterus,"(Bleeker, 1863)",Carapicu; Cacundo; Carapau; Carapeba; Carataí; Escrivão; Primituma; Riscador,Flagfin Mojarra,1,1,0,1,1,1,1,0,6,SHALL,25,MED,30,ROV,"WA, EA",MINV,MINV,PEL,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,12,0,,,0,"9, 14, 15, 27, 35, 37, 57, 58, 67","D, H",,
OSTEICH,Perciformes,GERREIDAE,Eugerres,Eugerres brasilianus,"(Cuvier, 1830)",Carapeba-listrada; Caratinga-riscada; Carapeba-de-listra; Carapeva; Carapitanga; Carapitinga; Caratinga; Caratinga vivoca;,Striped Mojarra,1,1,0,0,0,1,1,0,4,SHALL,22,MED,50,ROV,WA,MINV,MINV,PEL,N,2,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,12,0,,,0,"35, 49, 69, 90","D, H",,
OSTEICH,Perciformes,GERREIDAE,Gerres,Gerres cinereus ,"(Walbaum, 1792)",Carapeba; Carapicu-açu,Yellowfin Mojarra,1,1,0,0,1,1,1,0,5,SHALL,15,MED,41,ROV,"WA, EP",MINV,MINV,PEL,N,0,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,,,0,51,H,,
CONDR,Orectolobiformes,GINGLYMOSTOMATIDAE,Ginglymostoma,Ginglymostoma cirratum,"(Bonnaterre, 1788)",Cação-lixa; Tubarão-lixa; Lambaru; Sphoeroides; Barroso; Lixa; Gato,Nurse shark,1,1,0,0,0,1,1,0,4,VDEEP,130,LARGE,430,ROV,"WA, OIB, EA, EP",MCAR,MCAR,LIV,N,1,DD,VU,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,19,0,,,0,"12, 15, 22, 24, 29, 37, 49, 51, 64, 70",H,,
OSTEICH,Perciformes,GOBIESOCIDAE,Acyrtops,Acyrtops beryllinus,"(Hildebrand & Ginsburg, 1927)",,Emerald clingfish,1,0,0,0,1,0,0,0,2,SHALL,23,SMALL,2.5,SED,WA,MINV,MINV,DEG,N,0,,LC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4,0,,,0,18,D,Alfie,
OSTEICH,Perciformes,GOBIESOCIDAE,Acyrtus,Acyrtus pauciradiatus ,"Sampaio, de Anchieta, Nunes & Mendes, 2004",,,1,1,0,1,1,0,0,0,4,SHALL,,SMALL,1.6,SED,BI,MINV,MINV,DEG,N,0,,LC,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,0,82,,,
OSTEICH,Perciformes,GOBIESOCIDAE,Acyrtus,Acyrtus sp. (trindade),,,,1,1,0,0,0,0,0,0,2,SHALL,15,SMALL,2,SED,BI,MINV,MINV,DEG,N,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,0,70,,,
OSTEICH,Perciformes,GOBIESOCIDAE,Gobiesox,Gobiesox barbatulus ,"Starks, 1913",Pregador; ,Clingfish,1,1,0,1,1,0,0,0,4,SHALL,13,SMALL,9,SED,WA,MINV,MINV,DEG,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,9,0,,,0,"27, 49, 57, 59, 60",D,,
OSTEICH,Perciformes,GOBIESOCIDAE,Gobiesox,Gobiesox punctulatus,"(Poey, 1876)",,Stippled clingfish,1,1,0,0,0,0,0,0,2,VSHALL,3,SMALL,6,SED,WA,MINV,MINV,DEG,N,0,,,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,,,0,,MZUSP 60572.0,Alfie,
OSTEICH,Perciformes,GOBIESOCIDAE,Tomicodon,Tomicodon australis ,"Briggs, 1955",,,1,1,0,1,0,0,0,0,3,VSHALL,6,SMALL,2.7,SED,BR,MINV,MINV,DEG,N,0,LC,LC,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,7,1,1,,0,"9, 49",D,,(OL-SPSP)
OSTEICH,Perciformes,GOBIESOCIDAE,Tomicodon,Tomicodon sp.n. (Noronha),,,,0,1,0,1,0,0,0,0,2,VSHALL,6,SMALL,2.7,SED,BI,MINV,MINV,DEG,N,0,,,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,,0,,,,
OSTEICH,Perciformes,GOBIESOCIDAE,Tomicodon,Tomicodon sp.n. (Trindade),,,,1,1,0,1,0,0,0,0,3,VSHALL,1,SMALL,3,SED,BI,MINV,MINV,DEG,N,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,0,70,D,,
OSTEICH,Perciformes,GOBIESOCIDAE,Tomicodon,Tomicodon sp.n. (Abrolhos),,,,0,1,0,1,0,0,0,0,2,VSHALL,1,SMALL,3,SED,BR,MINV,MINV,DEG,N,0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,,0,29,D,,
OSTEICH,Perciformes,GOBIIDAE,Barbulifer,Barbulifer ceuthoecus,"(Jordan & Gilbert, 1884)",,Bearded goby,1,1,1,1,0,0,0,0,4,VSHALL,5,SMALL,2.8,SED,WA,MINV,MINV,DEG,N,0,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,9,0,,,0,"15, 29, 35, 57",D,,
OSTEICH,Perciformes,GOBIIDAE,Barbulifer,Barbulifer enigmaticus,"Macieira,Joyeux e Van Tassell)",,,0,0,0,1,0,0,0,0,1,VSHALL,3,SMALL,3,SED,BR,MINV,MINV,DEG,N,0,,LC,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,6,1,1,,0,57,D,,
OSTEICH,Perciformes,GOBIIDAE,Bathygobius,Bathygobius brasiliensis,Carvalho-Filho & de Araújo 2017 ,Bimba de nego,Noronha frillfin goby,1,1,0,1,0,0,0,0,3,VSHALL,8,MEDSMALL,15,SED,BI,MINV,MINV,DEG,N,0,,LC,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,,0,"24, 68, 95",,,
OSTEICH,Perciformes,GOBIIDAE,Bathygobius,Bathygobius geminatus ,"Tornabene, Baldwin & Pezold, 2010",,Island Frillfin,1,1,0,1,0,0,1,0,4,VSHALL,2.4,MEDSMALL,10,SED,WA,MINV,MINV,DEG,N,0,,LC,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,10,0,,,0,"16, 49, 57",D,,
OSTEICH,Perciformes,GOBIIDAE,Bathygobius,Bathygobius soporator,"(Valenciennes, 1837)",,Frillfin goby,1,1,0,1,0,0,1,0,4,SHALL,16,MEDSMALL,15,SED,BR,MINV,MINV,DEG,N,0,,LC,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,15,0,0,,0,"9, 10, 14, 15, 27, 40, 44, 49, 51, 57, 58, 67","D, H",,
OSTEICH,Perciformes,GOBIIDAE,Chriolepis,Chriolepis fisheri ,"Herre, 1942",,Translucent goby,1,1,1,0,0,1,0,0,4,DEEP,82,SMALL,7,SED,WA,MINV,MINV,DEG,N,0,,LC,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,,,0,70,H,,
