fb_code;Class;Order;Family;Genus;Species;Name;Home_range;Diel_activity;Size_group;Level_water;TempPref_min;TemPref_mean;TempPref_max;Body_size;Size_class;Body_shape;Aspect_ratio;Nphoto;Caudal_fin;Mouth_position;Trophic_level;Diet;Spawning;Depth_min;Depth_max;Depth_range;Allometric_a;Allometric_b;Level_length_weight;PLD;PLD_level;Life_span;Geographic_range_index;Range_extension;Province_2;Province_3;Province_4;Province_6;Province_7;Province_10;Province_11;Province_12;Province_13;Province_14;Province_15;Province_16;Province_17;Province_43;Province_44;Province_45;Province_46;Province_47;Province_48;Province_50;IUCN_status;Vulnerability;Price_category
54350;actinopterygii;perciformes;chaenopsidae;stathmonotus;lugubris;Stathmonotus lugubris;sed;day;sol;bottom;25,14;28,01;30,81;6;s1;elongated;1,55161;1;truncated;terminal;3,4;im;demersal;1;5;4;0,007705413;2,962;family;NA;;NA;6;native;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
3717;actinopterygii;perciformes;chaenopsidae;emblemariopsis;diaphana;Emblemariopsis diaphana;sed;day;sol;bottom;25,22;27,47;29,89;4;s1;elongated;NA;1;rounded;terminal;3,3;im;demersal;0;30;30;0,007705413;2,962;family;NA;;NA;21;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
60579;actinopterygii;perciformes;chaenopsidae;emblemariopsis;ruetzleri;Emblemariopsis ruetzleri;sed;day;sol;bottom;25,27;27,45;29,83;2;s1;elongated;NA;1;truncated;terminal;3,1;im;demersal;0;5;5;0,007705413;2,962;family;NA;;NA;12;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
3727;actinopterygii;perciformes;chaenopsidae;hemiemblemaria;simulus;Hemiemblemaria simulus;sed;day;sol;bottom;25,31;27,58;29,95;10;s2;elongated;NA;1;truncated;terminal;3,7;im;demersal;0;20;20;0,007705413;2,962;family;NA;;NA;21;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
46703;actinopterygii;perciformes;chaenopsidae;acanthemblemaria;balanorum;Acanthemblemaria balanorum;sed;day;sol;bottom;25,42;27,88;30,21;5,2;s1;elongated;NA;1;rounded;subterminal;3,4;pk;demersal;1;5;4;0,007705413;2,962;genus;51,6;genus;NA;8;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;10;not_targeted
3716;actinopterygii;perciformes;chaenopsidae;emblemariopsis;bahamensis;Emblemariopsis bahamensis;sed;day;sol;bottom;25,63;27,72;29,95;2,5;s1;elongated;NA;1;truncated;terminal;3,1;im;demersal;0;30;30;0,007705413;2,962;family;NA;;NA;26;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
3713;actinopterygii;perciformes;chaenopsidae;chaenopsis;ocellata;Chaenopsis ocellata;sed;day;sol;bottom;25,71;27,77;29,97;12,5;s2;elongated;NA;1;rounded;terminal;3,7;im;demersal;1;5;4;0,007705413;2,962;family;31;genus;NA;27;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
3708;actinopterygii;perciformes;chaenopsidae;acanthemblemaria;aspera;Acanthemblemaria aspera;sed;day;sol;bottom;25,74;27,78;29,96;4;s1;elongated;NA;1;rounded;subterminal;3,1;pk;demersal;0;12;12;0,007705413;2,962;genus;52,3;species;4;28;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;21,24;not_targeted
3753;actinopterygii;perciformes;chaenopsidae;stathmonotus;stahli;Stathmonotus stahli;sed;day;sol;bottom;25,76;27,65;29,8;4;s1;elongated;NA;1;rounded;terminal;3,3;im;demersal;0;10;10;0,007705413;2,962;family;NA;;NA;20;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
46735;actinopterygii;perciformes;chaenopsidae;coralliozetus;springeri;Coralliozetus springeri;sed;day;sol;bottom;25,77;27,26;28,73;2,5;s1;elongated;1,03398;1;rounded;subterminal;3,4;pk;demersal;5;15;10;0,007705413;2,962;family;NA;;NA;9;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;10;not_targeted
47267;actinopterygii;perciformes;chaenopsidae;emblemaria;caldwelli;Emblemaria caldwelli;sed;day;sol;bottom;25,8;27,7;29,8;2,6;s1;elongated;NA;1;truncated;terminal;3,2;im;demersal;0;40;40;0,007705413;2,962;family;32;genus;NA;20;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
3752;actinopterygii;perciformes;chaenopsidae;stathmonotus;hemphillii;Stathmonotus hemphillii;sed;day;sol;bottom;25,8;27,7;29,8;5;s1;elongated;NA;1;rounded;terminal;3,4;im;demersal;1;30;29;0,007705413;2,962;family;NA;;NA;20;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
46709;actinopterygii;perciformes;chaenopsidae;acanthemblemaria;exilispinus;Acanthemblemaria exilispinus;sed;day;sol;bottom;25,94;27,44;28,91;5,5;s1;elongated;1,20158;1;rounded;subterminal;3,4;pk;demersal;1;5;4;0,007705413;2,962;genus;19,5;genus;NA;10;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;10;not_targeted
46714;actinopterygii;perciformes;chaenopsidae;acanthemblemaria;hancocki;Acanthemblemaria hancocki;sed;day;sol;bottom;25,94;27,44;28,91;4,5;s1;elongated;1,77162;1;rounded;subterminal;3,4;pk;demersal;1;5;4;0,007705413;2,962;species;54;genus;NA;10;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;10;not_targeted
47397;actinopterygii;perciformes;chaenopsidae;stathmonotus;culebrai;Stathmonotus culebrai;sed;day;sol;bottom;25,94;27,44;28,91;5;s1;elongated;1,18125;1;rounded;terminal;3,4;im;demersal;0;5;5;0,007705413;2,962;family;NA;;NA;10;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;10;not_targeted
3709;actinopterygii;perciformes;chaenopsidae;acanthemblemaria;chaplini;Acanthemblemaria chaplini;sed;day;sol;bottom;25,95;27,84;29,9;4,5;s1;elongated;NA;1;truncated;subterminal;3,3;pk;demersal;2;12;10;0,007705413;2,962;genus;52,3;genus;NA;21;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
16491;actinopterygii;perciformes;chaenopsidae;emblemariopsis;occidentalis;Emblemariopsis occidentalis;sed;day;sol;bottom;25,99;27,84;29,89;1,9;s1;elongated;NA;1;rounded;subterminal;3,1;im;demersal;5;24;19;0,007705413;2,962;family;NA;;NA;22;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
16580;actinopterygii;perciformes;chaenopsidae;lucayablennius;zingaro;Lucayablennius zingaro;sed;day;sol;bottom;25,99;27,84;29,89;5;s1;elongated;NA;1;truncated;elongated;3,5;im;demersal;13;106;93;0,007705413;2,962;family;NA;;NA;22;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
16485;actinopterygii;perciformes;chaenopsidae;acanthemblemaria;maria;Acanthemblemaria maria;sed;day;sol;bottom;26,04;27,88;29,91;5,1;s1;elongated;NA;1;truncated;subterminal;3,4;pk;demersal;0;12;12;0,007705413;2,962;genus;20,7;genus;NA;23;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
16486;actinopterygii;perciformes;chaenopsidae;acanthemblemaria;spinosa;Acanthemblemaria spinosa;sed;day;sol;bottom;26,08;27,9;29,91;3,1;s1;elongated;NA;1;rounded;subterminal;3,2;pk;demersal;1;12;11;0,007705413;2,962;genus;21;genus;4;24;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;21,66;not_targeted
3712;actinopterygii;perciformes;chaenopsidae;chaenopsis;limbaughi;Chaenopsis limbaughi;sed;day;sol;bottom;26,08;27,9;29,91;8,5;s2;elongated;0,953771;1;rounded;superior;3,7;im;demersal;5;20;15;0,007705413;2,962;family;31;species;NA;24;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
16499;actinopterygii;perciformes;chaenopsidae;coralliozetus;cardonae;Coralliozetus cardonae;sed;day;sol;bottom;26,08;27,9;29,91;8,5;s2;elongated;NA;1;rounded;subterminal;4;im;demersal;0;4;4;0,007705413;2,962;family;NA;;NA;24;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
47269;actinopterygii;perciformes;chaenopsidae;emblemariopsis;leptocirris;Emblemariopsis leptocirris;sed;day;sol;bottom;26,08;27,9;29,91;2,2;s1;elongated;NA;1;rounded;terminal;3,1;im;demersal;1;18;17;0,007705413;2,962;family;NA;;NA;24;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
16458;actinopterygii;perciformes;chaenopsidae;stathmonotus;gymnodermis;Stathmonotus gymnodermis;sed;day;sol;bottom;26,08;27,9;29,91;4;s1;elongated;NA;1;rounded;terminal;3,3;im;demersal;0;5;5;0,007705413;2,962;family;NA;;NA;24;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
60576;actinopterygii;perciformes;chaenopsidae;acanthemblemaria;harpeza;Acanthemblemaria harpeza;sed;day;sol;bottom;26,13;27,73;29,49;3,3;s1;elongated;NA;1;rounded;subterminal;3,3;pk;demersal;0;12;12;0,007705413;2,962;genus;19,5;genus;NA;3;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;dd;10;not_targeted
60577;actinopterygii;perciformes;chaenopsidae;emblemaria;vitta;Emblemaria vitta;sed;day;sol;bottom;26,15;27,72;29,48;2,1;s1;elongated;NA;1;truncated;terminal;3,4;im;demersal;10;32;22;0,007705413;2,962;family;32;genus;NA;4;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
54348;actinopterygii;perciformes;chaenopsidae;coralliozetus;boehlkei;Coralliozetus boehlkei;sed;day;sol;bottom;26,16;28,32;30,37;3,1;s1;elongated;1,15703;1;truncated;subterminal;3,6;pk;demersal;1;5;4;0,007705413;2,962;family;NA;;NA;12;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;10;not_targeted
27910;actinopterygii;perciformes;chaenopsidae;chaenopsis;stephensi;Chaenopsis stephensi;sed;day;sol;bottom;26,46;28;29,83;4,6;s1;elongated;NA;1;rounded;terminal;3,4;im;demersal;0;4;4;0,007705413;2,962;family;31;genus;NA;14;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;dd;10;not_targeted
54727;actinopterygii;perciformes;chaenopsidae;emblemariopsis;bottomei;Emblemariopsis bottomei;sed;day;sol;bottom;26,57;27,94;29,63;3;s1;elongated;NA;1;truncated;terminal;3,3;im;demersal;0;30;30;0,007705413;2,962;family;NA;;NA;8;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
60580;actinopterygii;perciformes;chaenopsidae;emblemariopsis;ramirezi;Emblemariopsis ramirezi;sed;day;sol;bottom;26,57;27,94;29,63;3,1;s1;elongated;NA;1;rounded;terminal;3,3;im;demersal;5;15;10;0,007705413;2,962;family;NA;;NA;8;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
57925;actinopterygii;perciformes;chaenopsidae;emblemariopsis;pricei;Emblemariopsis pricei;sed;day;sol;bottom;26,59;28,07;29,75;2,9;s1;elongated;NA;1;rounded;terminal;3,2;im;demersal;0;30;30;0,007705413;2,962;family;NA;;NA;6;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;vu;12,39;not_targeted
55035;actinopterygii;perciformes;chaenopsidae;acanthemblemaria;johnsoni;Acanthemblemaria johnsoni;sed;day;sol;bottom;26,6;27,96;29,66;2;s1;elongated;NA;1;rounded;subterminal;3,1;pk;demersal;0;12;12;0,007705413;2,962;genus;20,1;genus;NA;7;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
27911;actinopterygii;perciformes;chaenopsidae;emblemaria;biocellata;Emblemaria biocellata;sed;day;sol;bottom;26,6;27,96;29,66;3,8;s1;elongated;NA;1;rounded;terminal;3,4;im;demersal;0;40;40;0,007705413;2,962;family;32;genus;NA;7;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
27913;actinopterygii;perciformes;chaenopsidae;emblemaria;diphyodontis;Emblemaria diphyodontis;sed;day;sol;bottom;26,6;27,96;29,66;7;s1;elongated;NA;1;rounded;terminal;3,5;im;demersal;5;20;15;0,007705413;2,962;family;32;genus;NA;7;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
60573;actinopterygii;perciformes;chaenopsidae;acanthemblemaria;atrata;Acanthemblemaria atrata;sed;day;sol;bottom;26,63;28,05;29,53;3,2;s1;elongated;NA;1;rounded;subterminal;3,3;pk;demersal;5;31;26;0,007705413;2,962;species;55,2;genus;NA;1;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;vu;10;not_targeted
60578;actinopterygii;perciformes;chaenopsidae;protemblemaria;perla;Protemblemaria perla;sed;day;sol;bottom;26,63;28,11;29,3;4,1;s1;elongated;1,14528;1;rounded;terminal;3,4;im;demersal;5;15;10;0,007705413;2,962;family;NA;;NA;2;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;dd;10;not_targeted
46789;actinopterygii;perciformes;chaenopsidae;tanyemblemaria;alleni;Tanyemblemaria alleni;sed;day;sol;bottom;26,63;28,11;29,3;5,4;s1;elongated;NA;1;rounded;terminal;3,4;im;demersal;17;34;17;0,007705413;2,962;family;NA;;NA;2;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;dd;10;not_targeted
54806;actinopterygii;perciformes;chaenopsidae;acanthemblemaria;paula;Acanthemblemaria paula;sed;day;sol;bottom;26,64;28,3;30,2;1,8;s1;elongated;NA;1;truncated;subterminal;3;pk;demersal;1;2;1;0,007705413;2,962;genus;18,7;genus;NA;1;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;dd;10;not_targeted
27909;actinopterygii;perciformes;chaenopsidae;chaenopsis;resh;Chaenopsis resh;sed;day;sol;bottom;26,65;28,01;29,7;13;s2;elongated;NA;1;rounded;subterminal;3,7;im;demersal;5;15;10;0,007705413;2,962;family;31;genus;NA;5;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
27952;actinopterygii;perciformes;chaenopsidae;emblemariopsis;randalli;Emblemariopsis randalli;sed;day;sol;bottom;26,65;28,01;29,7;3,8;s1;elongated;NA;1;truncated;terminal;3,4;pk;demersal;0;30;30;0,007705413;2,962;family;NA;;NA;5;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;dd;10;not_targeted
27908;actinopterygii;perciformes;chaenopsidae;protemblemaria;punctata;Protemblemaria punctata;sed;day;sol;bottom;26,65;28,01;29,7;6;s1;elongated;NA;1;truncated;subterminal;3,5;im;demersal;1;20;19;0,007705413;2,962;family;NA;;NA;5;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
47265;actinopterygii;perciformes;chaenopsidae;acanthemblemaria;greenfieldi;Acanthemblemaria greenfieldi;sed;day;sol;bottom;26,66;28,21;29,89;3,6;s1;elongated;NA;1;rounded;terminal;3,3;pk;demersal;0;12;12;0,007705413;2,962;genus;16,95;genus;NA;9;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
27905;actinopterygii;perciformes;chaenopsidae;acanthemblemaria;medusa;Acanthemblemaria medusa;sed;day;sol;bottom;26,66;28,06;29,73;4;s1;elongated;NA;1;rounded;subterminal;3,3;pk;demersal;0;12;12;0,007705413;2,962;genus;26,8;genus;NA;13;native;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
46778;actinopterygii;perciformes;chaenopsidae;emblemaria;piratica;Emblemaria piratica;sed;day;sol;bottom;26,78;28,58;30,25;4;s1;elongated;1,13474;1;rounded;terminal;3,4;pk;demersal;5;30;25;0,007705413;2,962;family;32;genus;NA;11;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;lc;10;not_targeted
46727;actinopterygii;perciformes;chaenopsidae;chaenopsis;deltarrhis;Chaenopsis deltarrhis;sed;day;sol;bottom;27,01;28,34;29,51;7,5;s2;elongated;0,742798;1;rounded;terminal;3,4;pk;demersal;5;30;25;0,007705413;2,962;family;31;genus;NA;6;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;dd;10;not_targeted
46776;actinopterygii;perciformes;chaenopsidae;emblemaria;nivipes;Emblemaria nivipes;sed;day;sol;bottom;27,01;28,34;29,51;4,2;s1;elongated;1,09145;1;rounded;terminal;3,4;pk;demersal;5;30;25;0,007705413;2,962;family;32;genus;NA;6;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;dd;10;not_targeted
46783;actinopterygii;perciformes;chaenopsidae;mccoskerichthys;sandae;Mccoskerichthys sandae;sed;day;sol;bottom;27,11;28,55;29,82;8;s2;elongated;1,4038;1;rounded;terminal;3,3;pk;demersal;1;30;29;0,007705413;2,962;family;NA;;NA;5;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;nt;10;not_targeted
60581;actinopterygii;perciformes;chaenopsidae;emblemaria;australis;Emblemaria australis;NA;NA;smallg;bottom;23,23;26,25;29,18;2,7;s1;elongated;NA;1;rounded;terminal;3,2;NA;demersal;10;30;20;0,007705413;2,962;family;NA;;NA;8;native;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;lc;10;not_targeted
10293;actinopterygii;perciformes;chaetodontidae;amphichaetodon;melbae;Amphichaetodon melbae;NA;NA;pair;NA;16,78;19,3;22,18;14,5;s2;compressed;2,52989;1;truncated;tubular;3,4;im;pelagic;10;13;3;0,040397085;2,829430605;genus;NA;;NA;5;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;dd;16,68;not_targeted
3603;actinopterygii;perciformes;chaetodontidae;prognathodes;falcifer;Prognathodes falcifer;mob;day;pair;bottom;19,06;21,15;23,84;15;s2;compressed;2,73614;1;truncated;tubular;3,3;im;pelagic;10;150;140;0,040397085;2,829430605;genus;NA;;NA;12;native;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;12,01;not_targeted
5046;actinopterygii;perciformes;chaetodontidae;chaetodon;hoefleri;Chaetodon hoefleri;sed;day;pair;low;19,07;22,25;25,75;27;s3;compressed;1,85421;1;truncated;terminal;3,5;is;pelagic;10;150;140;0,040397085;2,829430605;genus;46;genus;NA;39;native;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;lc;21,88;not_targeted
12536;actinopterygii;perciformes;chaetodontidae;chaetodon;sanctaehelenae;Chaetodon sanctaehelenae;sed;day;pair;low;19,25;21,4;23,8;18;s3;compressed;3,02118;1;truncated;terminal;3,3;im;pelagic;0;25;25;0,040397085;2,829430605;genus;46;genus;NA;3;native;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;lc;14,21;not_targeted
8278;actinopterygii;perciformes;chaetodontidae;chaetodon;humeralis;Chaetodon humeralis;sed;day;pair;bottom;20,38;22,72;25,44;25,4;s3;compressed;2,398215;2;truncated;terminal;2,7;is;pelagic;3;50;47;0,040397085;2,829430605;species;46;genus;NA;42;native;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;20,32;not_targeted
3601;actinopterygii;perciformes;chaetodontidae;prognathodes;aya;Prognathodes aya;sed;day;sol;low;20,39;25,05;29,83;15;s2;compressed;1,94809;1;truncated;terminal;3,4;im;pelagic;20;170;150;0,040397085;2,829430605;genus;NA;;NA;18;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;12,01;not_targeted
12263;actinopterygii;perciformes;chaetodontidae;prognathodes;dichrous;Prognathodes dichrous;sed;day;pair;low;20,8;22,78;25,07;16;s3;compressed;2,94765;1;truncated;tubular;3,5;im;pelagic;3;25;22;0,040397085;2,829430605;genus;NA;;NA;1;native;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;lc;12,47;not_targeted
12309;actinopterygii;perciformes;chaetodontidae;heniochus;intermedius;Heniochus intermedius;sed;night;pair;low;21,71;25,34;29,36;18;s3;compressed;2,56835;1;truncated;terminal;3,5;im;pelagic;3;50;47;0,003981045;3;species;38;genus;NA;21;lessepsian;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;lc;14,21;not_targeted
12310;actinopterygii;perciformes;chaetodontidae;johnrandallia;nigrirostris;Johnrandallia nigrirostris;mob;day;medg;bottom;22,04;24,39;27,11;20;s3;compressed;2,59067;1;truncated;terminal;3;im;pelagic;6;40;34;0,040397085;2,829430605;species;NA;;NA;33;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;lc;15,01;not_targeted
5102;actinopterygii;perciformes;chaetodontidae;prognathodes;marcellae;Prognathodes marcellae;sed;day;sol;low;23,02;25,22;27,29;11,6;s2;compressed;2,45969;1;truncated;tubular;3,3;im;pelagic;12;140;128;0,040397085;2,829430605;genus;NA;;NA;17;native;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;lc;10;not_targeted
3605;actinopterygii;perciformes;chaetodontidae;chaetodon;sedentarius;Chaetodon sedentarius;sed;day;pair;low;23,22;26,02;29,08;15;s2;compressed;2,11002;1;truncated;terminal;3,9;im;pelagic;5;92;87;0,0251352;3,076;species;52;species;NA;53;native;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;lc;12,01;not_targeted
3602;actinopterygii;perciformes;chaetodontidae;chaetodon;capistratus;Chaetodon capistratus;sed;day;pair;low;23,39;26,46;29,73;15;s2;compressed;2,828455;2;rounded;terminal;3,4;is;pelagic;2;20;18;0,0219932;3,19;species;42;species;NA;39;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;12,01;not_targeted
3604;actinopterygii;perciformes;chaetodontidae;chaetodon;ocellatus;Chaetodon ocellatus;sed;day;pair;low;23,48;26,25;29,27;20;s3;compressed;2,55943;1;rounded;terminal;3,7;is;pelagic;0;30;30;0,03180635;2,984;species;37;species;NA;51;native;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;lc;15,01;not_targeted
3606;actinopterygii;perciformes;chaetodontidae;chaetodon;striatus;Chaetodon striatus;sed;day;pair;low;23,61;26,36;29,32;16;s3;compressed;2,55873;1;rounded;terminal;3,5;is;pelagic;3;35;32;0,02222419;3,14;species;49;species;NA;53;native;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;lc;12,47;not_targeted
60584;actinopterygii;perciformes;chaetodontidae;prognathodes;carlhubbsi;Prognathodes carlhubbsi;mob;day;pair;bottom;23,64;25,45;27,83;12,1;s2;compressed;NA;1;truncated;terminal;3,4;im;pelagic;12;270;258;0,040397085;2,829430605;species;NA;;NA;5;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;nt;12,01;not_targeted
60583;actinopterygii;perciformes;chaetodontidae;prognathodes;brasiliensis;Prognathodes brasiliensis;sed;day;sol;low;24,08;25,96;28,13;12;s2;compressed;2,56528;1;truncated;tubular;3,4;im;pelagic;20;60;40;0,040397085;2,829430605;genus;NA;;NA;13;native;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;lc;10;not_targeted
10191;actinopterygii;perciformes;chaetodontidae;chaetodon;robustus;Chaetodon robustus;sed;day;pair;low;24,11;26,35;28,36;14,5;s2;compressed;3,02153;1;truncated;tubular;3,3;is;pelagic;30;70;40;0,040397085;2,829430605;genus;46;genus;NA;14;native;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;lc;13,79;not_targeted
5584;actinopterygii;perciformes;chaetodontidae;forcipiger;flavissimus;Forcipiger flavissimus;sed;day;pair;bottom;24,21;26,63;29,01;22;s3;compressed;2,2295;2;truncated;tubular;3,1;im;pelagic;2;145;143;0,01248836;3;species;57;species;NA;294;native;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;16,69;not_targeted
5557;actinopterygii;perciformes;chaetodontidae;chaetodon;auriga;Chaetodon auriga;sed;day;pair;bottom;24,25;26,67;29,01;23;s3;compressed;2,4299;2;truncated;tubular;3,7;im;pelagic;1;35;34;0,040397085;2,829430605;species;47;species;NA;282;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;lc;11,53;not_targeted
3600;actinopterygii;perciformes;chaetodontidae;prognathodes;aculeatus;Prognathodes aculeatus;sed;day;sol;low;24,34;27,01;29,84;10;s2;compressed;2,175606667;3;truncated;tubular;3,4;im;pelagic;1;100;99;0,040397085;2,829430605;species;NA;;NA;36;native;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;lc;10;not_targeted
5565;actinopterygii;perciformes;chaetodontidae;chaetodon;lunula;Chaetodon lunula;sed;night;pair;low;24,44;26,77;29,03;20;s3;compressed;2,38274;2;rounded;terminal;3,7;im;pelagic;0;170;170;0,040397085;2,829430605;species;48;species;NA;262;native;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;lc;15,01;not_targeted
5581;actinopterygii;perciformes;chaetodontidae;chaetodon;unimaculatus;Chaetodon unimaculatus;sed;day;pair;bottom;24,44;26,79;29,1;20;s3;compressed;2,19939;1;truncated;terminal;3,3;is;pelagic;1;60;59;0,053302895;2,833278557;species;35;species;NA;238;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;lc;15,01;not_targeted
5446;actinopterygii;perciformes;chaetodontidae;chaetodon;kleinii;Chaetodon kleinii;sed;day;pair;low;24,65;27,04;29,36;15;s2;compressed;2,196586667;3;truncated;terminal;2,9;pk;pelagic;4;61;57;0,0448;2,828;species;56;species;NA;232;native;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;lc;12,01;not_targeted
10986;actinopterygii;perciformes;chaetodontidae;prognathodes;guyanensis;Prognathodes guyanensis;sed;day;sol;low;24,87;26,87;29,16;13,6;s2;compressed;3,08663;1;truncated;terminal;2,9;im;pelagic;60;230;170;0,040397085;2,829430605;genus;NA;;NA;23;native;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;lc;11,03;not_targeted
